"RESTAURANT","STREET_ADDRESS","CITY_ZIP","COMMENTS"
"NHA TRANG ONE","87 BAXTER STREET CHINATOWN NEW YORK"," NY 10013","I THOUGHT IT WOULD HAVE BEEN BETTER DUE TO SOME OF THE OTHER REVIEWS BUT I BEG TO DIFFER. SERVICE IS EXTREMELY UNFRIENDLY SO YOU HAVE TO BE PUSHY AND...STILL MY GO TO PLACE FOR PHO. SOMEHOW THE QUALITY HAD DECLINED SINCE I MOVED AWAY. I DON'T KNOW WHY BUT IT JUST TASTES DIFFERENT NOW THAN BEFORE AND I...REALLY GOOD AUTHENTIC FOOD A THOUSAND TIMES BETTER THAN THE WAY OVERPRICED ""VIETNAMESE"" PLACE ON THE UES. PHO WAS AWESOME PORK SUMMER ROLL LEMONGRASS... "
"NICE GREEN BO RESTAURANT","66 BAYA STREET CHINATOWN NEW YORK"," NY 10013","EXACTLY WHAT YOU WANT FROM A MEAL IN CHINA TOWN. CHEAP FOOD THAT IS ABSOLUTELY DELICIOUS. DON'T EXPECT GOOD SERVICE OR A SUPER FANCY ATMOSPHERE. COME HERE...ATE LUNCH HERE LAST WEEK AND ABSOLUTELY LOVED IT. WE HAD ORANGE CHICKEN EGGPLANT SAUTEED EEL AND TWO ORDERS OF SOUP DUMPLINGS. DUMPLINGS WERE TASTY ...MY BF AND I WERE WALKING AROUND CHINATOWN LOOKING FOR SOMETHING TO EAT. WE SAW ALL THE NEWSPAPER REPORTS OUTSIDE SO WE DECIDED TO TRY THIS PLACE. WE... "
"BO KY RESTAURANT","80 BAYA STREET CHINATOWN NEW YORK"," NY 10013","DINGY DRAFTY PLACE BUT EXCELLENT BROTH IN THE WONTON NOODLE SOUP. YOU CAN EAT CENTURIES OF HISTORY FOR $5. SOME DISHES I JUST CAN'T ENJOY LIKE TRIPE...THIS IS A GREAT RESTAURANT IN CHINATOWN WHERE THERE ISN'T A LOT OF TOURIST AND FILLED WITH LOCAL PEOPLE. FAIR WARNING THE DECOR IS ABSOLUTELY NOT...IF YOU LOVE NOODLE SOUP THIS IS THE PLACE O GO! I'LL NEVER FORGET THE YUMMY SMELL COMING FROM THE VENT WHENEVER I WALK BY. AS A KID MY MOM ALWAYS BROUGHT... "
"DANNY NG'S PLACE","52 BOWEST RY GROU FLOOR CHINATOWN"," NY 10013","LOVE THIS PLACE FOR AUTHENTIC CHINESE FOOD SEAFOOD FRESH! OWNER IS WONDERFUL!CHICKEN WITH PRESERVED CABBAGE. I KNOW... JUST TRY IT. THIS PLACE IS ONE OF MY GO-TO PLACES FOR CHINESE FOOD. YOU REALLY CAN'T GO WRONG.THIS IS OLD SCHOOL CANTONESE FOOD AT ITS FINEST AND LOCATED IN THE OLD SILVER PALACE SPACE (ONE OF THE FIRST BIG DIM SUM JOINTS). SERVICE IS FUNCTIONAL BUT... "
"WO HOP RESTAURANT","17 MOTT STREET BASEMENT CHINATOWN"," NY 10013","IF YOU LIKE REAL CHINESE FOOD THEN YOU NEED TO VISIT THIS GREAT PLACE IN NYC. MAKE SURE YOU GO TO THE ONE THAT IS UNDER THE STREET LEVEL! THE EGGPLANTS ARE...BAR NONE BEST CHINESE FOOD YOU WILL EVER EAT. CASE CLOSED!I WAS HERE A COUPLE OF MONTHS AGO AND IT'S BEEN YEARS SINCE THE LAST TIME. I DON'T KNOW ABOUT YOU BUT I FIND A CERTAIN AMOUNT OF EXCITEMENT TAKING PEOPLE... "
"SANUR","18 DOYERS STREET CHINATOWN NEW YORK"," NY 10013","THIS PLACE IS NOT FOR YOU IF YOU LIKE FANCY-SCHMANCY RESTAURANTS. IT'S IN THE BASEMENT KINDA OLD LOOKING NOT DIRTY (BUT NOT EXACTLY NYONYA CLEAN) KINDA...SANUR SELLS THE MOST DELICIOUS AUTHENTIC HOMEMADE PASTRY-LIKE DESSERTS~! *KUIH-MUIH = BITE-SIZED STEAMED DESSERTS THEY HAVE SEVERAL TYPES: (HOPE I GOT...SOME OF THE DISHES WERE OK WHILE OTHERS WERE A BIT DISAPPOINTING. I GOT THE VEGETARIAN FRIED RICE WHICH WAS PRETTY GOOD AND A TOFU CURRY SOUP BUT THAT... "
"SHANGHAI HEPING RESTAURANT","104 MOTT STREET CHINATOWN NEW YORK"," NY 10013","THE FOOD WERE AVERAGE BUT VERY GREASY! THE SOUP DUMPINGS WERE JUST OKAY I WOULD PREFER IT TO BE LESS GREASY BUT IT'S STILL LESS GREASY THAN JOE'S SHANGHAI.DELICIOUS FOOD AND CLEAN ATMOSPHERE. THE ONLY COMPLAINT IS THAT WHEN WE PAID OUR SEPARATE CHECKS THE WAITRESS MIXED UP OR CARDS AND THEN WOULDN'T FIX IT....ONE PRACTICE I'VE ADOPTED SINCE MOVING TO NYC IS LARGE GROUP DINNERS OFTEN WITH YELPERS. WE ORDER EVERYTHING OFF THE MENU. IT'S GOOD AND GREAT BUT THE FOOD... "
"PEKING DUCK HOUSE","28 MOTT STREET CHINATOWN NEW YORK"," NY 10013","OTHER THAN PEKING DUCK.. I DON'T THINK I WILL RECOMMEND ANYTHING ELSE HERE.. IT'S A VERY ""TOURISTY"" SPOT WHERE MOST OF THE TOURIST CAME HERE.. IF YOU OPEN...THIS IS MY HOME FOOD. LET ME START BY CONFIRMING THAT ~ 700 YEARS OF CONTINUOUS EXPERIMENT REFINEMENT GOES INTO THAT LITTLE PLATE OF CRISPY JUICY GOODNESS...WE WERE DISAPPOINTED. I'VE HAD MUCH BETTER PEKING DUCK. WE WERE ONE OF ONLY TWO NON-ASIAN TABLES AND IT WAS OBVIOUS THAT WE WERE TREATED DIFFERENTLY. OUR... "
"HOP SHING RESTAURANT","9 CHATHAM SQ STREETE 1 CHINATOWN"," NY 10038","THE CHEAPEST/TASTIEST DIMSUM PLACE I'VE BEEN TO IN CHINATOWN! IT'S NOT AS SPACIOUS AS OTHER DIMSUM RESTAURANTS AND YOU MIGHT NEED TO SHARE A TABLE (BUT...I LOVE THIS PLACE. I'D DESCRIBE THIS PLACE AS A REALLY REALLY GOOD YUMCHA/DIM SUM EATERY. SURE IT'S NORMALLY PACKED EARLY IN THE MORNING. SURE IT LACKS...I REALLY WANTED CHURNG FUN BUT WITH MY FIRST CLASS AT 10 I KNEW MY CHOICES FOR DIMSUM QUALITY CHURNG FUN WAS LIMITED. THE BOYFRIEND SUGGESTED HOP SHING... "
"IL CORTILE","125 MULBERRY STREET CHINATOWN NEW YORK"," NY 10013","THE SERVICE WAS GOOD THE WINE WONDERFUL THE LOBSTER RAVIOLI TO-DIE-FOR AND THE KEY LIME PIE SCRUMPTIOUS!VERY GOOD FOOD. LIKED THE CAPELLINI AND VEAL PARMESAN FOR DINNER AND THE CALAMARI APPETIZER. SALAD WAS SO SO. THE SERVICE WAS VERY ATTENTIVE WITH THE MAIN...DECENT FOOD. REASONABLE ATMOSPHERE. VERY GOOD WAITSTAFF. WOULD GO HERE AGAIN. "
"ORIENTAL GARDEN RESTAURANT","14 ELIZABE STREET CHINATOWN NEW YORK"," NY 10013","CAME HERE A WHOLE AGO OR DIM SUM WAS WAS PLEASANTLY SURPRISED. I USUALLY FREQUENT NOM WAH BUT DECIDED TO GIVE THIS PLACE A TRY. I REMEMBER THAT THE FOOD...SERVICE WAS GREAT AND THE FOOD WAS ABOVE WHAT I EXPECT FROM A CONGEE VILLAGE OR BIG DINING HALLS LIKE THAT. THE ONLY MINUS WAS THAT IT WAS EXPENSIVE BUT...I'VE STOPPED BY HERE ON OCCASION FOR DIM SUM BUT I WAS VERY PLEASED WITH THEIR COOKED DISHES AND WILL BE ORDERING MORE IN THE FUTURE. THEIR CLAMS WITH... "
"CHINA VILLAGE RESTAURANT","94 BAXTER STREET CHINATOWN MANHATTAN"," NY 10013","THE WORST CHINESE RESTAURANT I'VE BEEN TO IN NEW YORK. I VISITED WITH MY FAMILY YESTERDAY AND THE WAIT STAFF WERE SITTING AT A TABLE CHATTING. IT WAS NOT...SHARED DIM SUM DRY SAUTéED BEANS ORANGE CHICKEN AND ENJOYED ALL OF THEM. THE SERVICE WAS AVERAGE.I'VE BEEN COMING TO CHINA VILLAGE FOR ABOUT 5 YEARS NOW. I TRY TO COME DOWN TO CHINATOWN AND TRY SOMETHING NEW BUT ALL THE RESTAURANTS ARE USUALLY FULL DUE... "
"BUDDHA BODAI","5 MOTT STREET CHINATOWN NEW YORK"," NY 10013","I ALWAYS LOVE COMING HERE FOR DIM SUM. THE STAFF IS HELPFUL AND SWEET. THE FOOD IS CHEAP AND DELICIOUS. THE OVERALL EXPERIENCE IS ALWAYS GREAT. IT'S...I'M AS FAR FROM VEGETARIAN/VEGAN AS THEY COME BUT THERE ARE DAYS WHERE I DON'T MIND NOT HAVING MEAT OR EVEN CHOOSE NOT TO PARTAKE IN THE ANIMAL. I WENT TO...HAD GOOD TIME HERE TODAY. FRIED STICKY RICE AND BUDDHA BEAN CURD ROLLS WERE AWESOME! DUMPLINGS CANTONESE STYLEAND THAI STYLE NOODLES WERE VERY GOOD AS..."
